Type	Frequency	bleu	macrof	microf	CHRF1	CHRF3
depriving	1	99.99308	99.96990	99.99360	0.999940	0.999933	
depending	1	99.99308	99.96990	99.99360	0.999940	0.999933	
depend	1	99.99308	99.96990	99.99360	0.999949	0.999949	
departure	1	99.99308	99.96990	99.99360	0.999940	0.999933	
departments	1	99.99308	99.96990	99.99360	0.999934	0.999922	
denuclearization	1	99.99308	99.96990	99.99360	0.999920	0.999896	
deniz	1	99.99308	99.96990	99.99360	0.999958	0.999960	
dense	1	99.99308	99.96990	99.99360	0.999952	0.999954	
denis	1	99.99308	99.96990	99.99360	0.999952	0.999954	
demurely	1	99.99523	99.96990	99.99360	0.999954	0.999949	
demonstrator	1	99.99308	99.96990	99.99360	0.999931	0.999916	
demonstrates	1	99.99308	99.96990	99.99360	0.999931	0.999916	
demolished	1	99.99308	99.96990	99.99360	0.999937	0.999927	
demolish	1	99.99308	99.96990	99.99360	0.999943	0.999938	
democracy	1	99.99308	99.96990	99.99360	0.999941	0.999933	
demise	1	99.99308	99.96990	99.99360	0.999949	0.999949	
demands	1	99.99523	99.96990	99.99360	0.999946	0.999943	
delivers	1	99.99308	99.96990	99.99360	0.999943	0.999938	
delicatessen	1	99.99381	99.96990	99.99360	0.999931	0.999916	
delaying	1	99.99308	99.96990	99.99360	0.999944	0.999939	
delicacies	1	99.99308	99.96990	99.99360	0.999937	0.999927	
defeats	1	99.99381	99.96990	99.99360	0.999946	0.999943	
del	1	99.99308	99.96990	99.99360	0.999958	0.999965	
defuse	1	99.99308	99.96990	99.99360	0.999949	0.999949	
deflected	1	99.99308	99.96990	99.99360	0.999940	0.999933	
defenestration	1	99.99308	99.96990	99.99360	0.999925	0.999905	
defeating	1	99.99308	99.96990	99.99360	0.999940	0.999933	
defenders	1	99.99308	99.96990	99.99360	0.999940	0.999933	
deepen	1	99.99308	99.96990	99.99360	0.999949	0.999949	
deeper	1	99.99308	99.96990	99.99360	0.999949	0.999949	
decrypto.info	1	99.99308	99.96990	99.99360	0.999929	0.999912	
dedicated	1	99.99381	99.96990	99.99360	0.999940	0.999933	
dedicate	1	99.99308	99.96990	99.99360	0.999943	0.999938	
decipher	1	99.99308	99.96990	99.99360	0.999943	0.999938	
decorations	1	99.99308	99.96990	99.99360	0.999934	0.999922	
decimated	1	99.99308	99.96990	99.99360	0.999940	0.999933	
decline	1	99.99308	99.96990	99.99360	0.999946	0.999943	
deciding	1	99.99308	99.96990	99.99360	0.999943	0.999938	
decibels	1	99.99308	99.96990	99.99360	0.999943	0.999938	
deceased	1	99.99308	99.96990	99.99360	0.999943	0.999938	
debris	1	99.99308	99.96990	99.99360	0.999949	0.999949	
debates	1	99.99308	99.96990	99.99360	0.999946	0.999943	
deathbed	1	99.99308	99.96990	99.99360	0.999943	0.999938	
dearly	1	99.99523	99.96990	99.99360	0.999960	0.999960	
deals	1	99.99523	99.96990	99.99360	0.999953	0.999955	
dealt	1	99.99381	99.96990	99.99360	0.999952	0.999954	
dealers	1	99.99523	99.96990	99.99360	0.999956	0.999954	
deal	1	99.99308	99.96990	99.99360	0.999955	0.999960	
deadline	1	99.99308	99.96990	99.99360	0.999943	0.999938	
dazzling	1	99.99308	99.96990	99.99360	0.999946	0.999941	
daycare	1	99.99308	99.96990	99.99360	0.999947	0.999944	
daubed	1	99.99523	99.96990	99.99360	0.999959	0.999959	
dates	1	99.99730	99.96990	99.99360	0.999967	0.999969	
daria	1	99.99308	99.96990	99.99360	0.999952	0.999954	
dancing	1	99.99308	99.96990	99.99360	0.999946	0.999943	
dancer	1	99.99308	99.96990	99.99360	0.999949	0.999949	
dangers	1	99.99308	99.96990	99.99360	0.999946	0.999943	
damaging	1	99.99308	99.96990	99.99360	0.999943	0.999938	
danced	1	99.99308	99.96990	99.99360	0.999949	0.999949	
da	1	99.99308	99.96990	99.99360	0.999961	0.999970	
damned	1	99.99308	99.96990	99.99360	0.999949	0.999949	
damages	1	99.99523	99.96990	99.99360	0.999949	0.999946	
dalal	1	99.99308	99.96990	99.99360	0.999952	0.999954	
damian	1	99.99308	99.96990	99.99360	0.999949	0.999949	
czech	1	99.99523	99.96990	99.99360	0.999956	0.999958	
cuxhaveners	1	99.99308	99.96990	99.99360	0.999935	0.999923	
custody	1	99.99523	99.96990	99.99360	0.999957	0.999954	
currywurst	1	99.99523	99.96990	99.99360	0.999948	0.999938	
curler	1	99.99308	99.96990	99.99360	0.999949	0.999949	
cummings	1	99.99308	99.96990	99.99360	0.999943	0.999938	
cute	1	99.99308	99.96990	99.99360	0.999955	0.999960	
curl	1	99.99523	99.96990	99.99360	0.999965	0.999970	
curator	1	99.99308	99.96990	99.99360	0.999946	0.999943	
cultural	1	99.99308	99.96990	99.99360	0.999943	0.999938	
cultivation	1	99.99381	99.96990	99.99360	0.999934	0.999922	
culatello	1	99.99308	99.96990	99.99360	0.999940	0.999933	
culprits	1	99.99381	99.96990	99.99360	0.999943	0.999938	
ct	1	99.99308	99.96990	99.99360	0.999961	0.999970	
crystal	1	99.99308	99.96990	99.99360	0.999947	0.999944	
cryptic	1	99.99381	99.96990	99.99360	0.999947	0.999944	
crying	1	99.99308	99.96990	99.99360	0.999950	0.999950	
crumpled	1	99.99308	99.96990	99.99360	0.999943	0.999938	
crucial	1	99.99308	99.96990	99.99360	0.999946	0.999943	
crowning	1	99.99308	99.96990	99.99360	0.999943	0.999938	
crossroads	1	99.99308	99.96990	99.99360	0.999937	0.999927	
crowned	1	99.99308	99.96990	99.99360	0.999946	0.999943	
crossed	1	99.99308	99.96990	99.99360	0.999946	0.999943	
crossbar	1	99.99308	99.96990	99.99360	0.999943	0.999938	
croatia	1	99.99730	99.96990	99.99360	0.999961	0.999959	
crop	1	99.99308	99.96990	99.99360	0.999955	0.999960	
criticizing	1	99.99308	99.96990	99.99360	0.999935	0.999923	
critics	1	99.99308	99.96990	99.99360	0.999946	0.999943	
criticised	1	99.99523	99.96990	99.99360	0.999947	0.999937	
criteria	1	99.99308	99.96990	99.99360	0.999943	0.999938	
crisp	1	99.99308	99.96990	99.99360	0.999952	0.999954	
critical	1	99.99308	99.96990	99.99360	0.999943	0.999938	
creators	1	99.99523	99.96990	99.99360	0.999946	0.999941	
crew	1	99.99308	99.96990	99.99360	0.999955	0.999960	
creator	1	99.99308	99.96990	99.99360	0.999946	0.999943	
cream	1	99.99523	99.96990	99.99360	0.999962	0.999964	
crazy	1	99.99308	99.96990	99.99360	0.999954	0.999956	
crashing	1	99.99523	99.96990	99.99360	0.999946	0.999941	
crappy	1	99.99308	99.96990	99.99360	0.999950	0.999950	
cracks	1	99.99308	99.96990	99.99360	0.999949	0.999949	
crank	1	99.99308	99.96990	99.99360	0.999952	0.999954	
craftsmen	1	99.99308	99.96990	99.99360	0.999940	0.999933	
craig	1	99.99308	99.96990	99.99360	0.999952	0.999954	
coveted	1	99.99381	99.96990	99.99360	0.999946	0.999943	
cracked	1	99.99308	99.96990	99.99360	0.999946	0.999943	
covering	1	99.99308	99.96990	99.99360	0.999943	0.999938	
cover	1	99.99308	99.96990	99.99360	0.999952	0.999954	
coup	1	99.99308	99.96990	99.99360	0.999955	0.999960	
counts	1	99.99523	99.96990	99.99360	0.999959	0.999959	
countless	1	99.99308	99.96990	99.99360	0.999940	0.999933	
counted	1	99.99308	99.96990	99.99360	0.999946	0.999943	
counterattack	1	99.99308	99.96990	99.99360	0.999928	0.999911	
counselors	1	99.99523	99.96990	99.99360	0.999937	0.999927	
costume	1	99.99308	99.96990	99.99360	0.999946	0.999943	
corridors	1	99.99308	99.96990	99.99360	0.999940	0.999933	
corruption	1	99.99308	99.96990	99.99360	0.999937	0.999927	
corresponding	1	99.99308	99.96990	99.99360	0.999928	0.999911	
correctness	1	99.99523	99.96990	99.99360	0.999944	0.999932	
correctly	1	99.99523	99.96990	99.99360	0.999951	0.999944	
corpse	1	99.99730	99.96990	99.99360	0.999964	0.999964	
correct	1	99.99308	99.96990	99.99360	0.999946	0.999943	
corporate	1	99.99381	99.96990	99.99360	0.999940	0.999933	
coquetting	1	99.99308	99.96990	99.99360	0.999937	0.999927	
copy	1	99.99308	99.96990	99.99360	0.999956	0.999961	
corners	1	99.99308	99.96990	99.99360	0.999946	0.999943	
coordinated	1	99.99308	99.96990	99.99360	0.999934	0.999922	
cooperative	1	99.99523	99.96990	99.99360	0.999944	0.999932	
coordination	1	99.99308	99.96990	99.99360	0.999931	0.999916	
convincingly	1	99.99308	99.96990	99.99360	0.999932	0.999917	
cooperates	1	99.99308	99.96990	99.99360	0.999937	0.999927	
convinced	1	99.99308	99.96990	99.99360	0.999940	0.999933	
coons	1	99.99308	99.96990	99.99360	0.999952	0.999954	
convey	1	99.99308	99.96990	99.99360	0.999950	0.999950	
conversion	1	99.99523	99.96990	99.99360	0.999937	0.999927	
convenience	1	99.99308	99.96990	99.99360	0.999934	0.999922	
controls	1	99.99308	99.96990	99.99360	0.999943	0.999938	
contributed	1	99.99308	99.96990	99.99360	0.999934	0.999922	
contrary	1	99.99523	99.96990	99.99360	0.999954	0.999949	
controlled	1	99.99308	99.96990	99.99360	0.999937	0.999927	
contradictory	1	99.99308	99.96990	99.99360	0.999929	0.999912	
contradict	1	99.99381	99.96990	99.99360	0.999937	0.999927	
continually	1	99.99381	99.96990	99.99360	0.999935	0.999923	
contentious	1	99.99308	99.96990	99.99360	0.999934	0.999922	
content	1	99.99308	99.96990	99.99360	0.999946	0.999943	
contained	1	99.99308	99.96990	99.99360	0.999940	0.999933	
contain	1	99.99308	99.96990	99.99360	0.999946	0.999943	
consumption	1	99.99308	99.96990	99.99360	0.999934	0.999922	
consultant	1	99.99308	99.96990	99.99360	0.999937	0.999927	
constructive	1	99.99308	99.96990	99.99360	0.999931	0.999916	
constant	1	99.99308	99.96990	99.99360	0.999943	0.999938	
conspicuous	1	99.99308	99.96990	99.99360	0.999934	0.999922	
considers	1	99.99308	99.96990	99.99360	0.999940	0.999933	
considerable	1	99.99308	99.96990	99.99360	0.999931	0.999916	
consider	1	99.99308	99.96990	99.99360	0.999943	0.999938	
connected	1	99.99308	99.96990	99.99360	0.999940	0.999933	
conserves	1	99.99308	99.96990	99.99360	0.999940	0.999933	
consecutively	1	99.99308	99.96990	99.99360	0.999929	0.999912	
connection	1	99.99381	99.96990	99.99360	0.999937	0.999927	
connect	1	99.99381	99.96990	99.99360	0.999946	0.999943	
congress	1	99.99308	99.96990	99.99360	0.999943	0.999938	
conjured	1	99.99308	99.96990	99.99360	0.999943	0.999938	
congenially	1	99.99308	99.96990	99.99360	0.999935	0.999923	
confirms	1	99.99308	99.96990	99.99360	0.999943	0.999938	
conferences	1	99.99308	99.96990	99.99360	0.999934	0.999922	
confidently	1	99.99308	99.96990	99.99360	0.999935	0.999923	
confronted	1	99.99308	99.96990	99.99360	0.999937	0.999927	
confidence	1	99.99308	99.96990	99.99360	0.999937	0.999927	
confusing	1	99.99308	99.96990	99.99360	0.999940	0.999933	
conditional	1	99.99308	99.96990	99.99360	0.999934	0.999922	
condition	1	99.99381	99.96990	99.99360	0.999946	0.999939	
condemns	1	99.99308	99.96990	99.99360	0.999943	0.999938	
concussion	1	99.99523	99.96990	99.99360	0.999947	0.999937	
concurrently	1	99.99730	99.96990	99.99360	0.999947	0.999933	
concretely	1	99.99523	99.96990	99.99360	0.999948	0.999938	
concurrent	1	99.99381	99.96990	99.99360	0.999937	0.999927	
concrete	1	99.99381	99.96990	99.99360	0.999943	0.999938	
conclusive	1	99.99308	99.96990	99.99360	0.999937	0.999927	
conclusions	1	99.99308	99.96990	99.99360	0.999934	0.999922	
concession	1	99.99308	99.96990	99.99360	0.999937	0.999927	
concentrate	1	99.99308	99.96990	99.99360	0.999934	0.999922	
concerts	1	99.99308	99.96990	99.99360	0.999943	0.999938	
concept	1	99.99523	99.96990	99.99360	0.999956	0.999954	
conceded	1	99.99308	99.96990	99.99360	0.999943	0.999938	
concede	1	99.99308	99.96990	99.99360	0.999946	0.999943	
comrades	1	99.99308	99.96990	99.99360	0.999943	0.999938	
comradeship	1	99.99308	99.96990	99.99360	0.999934	0.999922	
computing	1	99.99308	99.96990	99.99360	0.999940	0.999933	
computers	1	99.99308	99.96990	99.99360	0.999940	0.999933	
computer	1	99.99308	99.96990	99.99360	0.999943	0.999938	
compulsory	1	99.99523	99.96990	99.99360	0.999948	0.999938	
composer	1	99.99308	99.96990	99.99360	0.999943	0.999938	
compliments	1	99.99523	99.96990	99.99360	0.999937	0.999925	
comprehensibly	1	99.99523	99.96990	99.99360	0.999936	0.999917	
complicated	1	99.99381	99.96990	99.99360	0.999934	0.999922	
comply	1	99.99308	99.96990	99.99360	0.999950	0.999950	
complications	1	99.99308	99.96990	99.99360	0.999928	0.999911	
complex	1	99.99308	99.96990	99.99360	0.999947	0.999944	
complaint	1	99.99308	99.96990	99.99360	0.999940	0.999933	
completeness	1	99.99308	99.96990	99.99360	0.999931	0.999916	
competitor	1	99.99381	99.96990	99.99360	0.999937	0.999927	
competing	1	99.99308	99.96990	99.99360	0.999940	0.999933	
complains	1	99.99308	99.96990	99.99360	0.999940	0.999933	
complained	1	99.99381	99.96990	99.99360	0.999937	0.999927	
competed	1	99.99308	99.96990	99.99360	0.999943	0.999938	
compensate	1	99.99308	99.96990	99.99360	0.999937	0.999927	
compatible	1	99.99308	99.96990	99.99360	0.999937	0.999927	
comparable	1	99.99308	99.96990	99.99360	0.999937	0.999927	
comparison	1	99.99523	99.96990	99.99360	0.999947	0.999937	
companions	1	99.99308	99.96990	99.99360	0.999937	0.999927	
communications	1	99.99730	99.96990	99.99360	0.999940	0.999921	
communicating	1	99.99308	99.96990	99.99360	0.999928	0.999911	
commented	1	99.99523	99.96990	99.99360	0.999950	0.999943	
comment	1	99.99308	99.96990	99.99360	0.999946	0.999943	
commissioned	1	99.99308	99.96990	99.99360	0.999931	0.999916	
commended	1	99.99308	99.96990	99.99360	0.999940	0.999933	
comfortably	1	99.99308	99.96990	99.99360	0.999935	0.999923	
commemorative	1	99.99308	99.96990	99.99360	0.999928	0.999911	
command	1	99.99308	99.96990	99.99360	0.999946	0.999943	
comedy	1	99.99308	99.96990	99.99360	0.999950	0.999950	
comedian	1	99.99730	99.96990	99.99360	0.999958	0.999953	
comeback	1	99.99308	99.96990	99.99360	0.999943	0.999938	
combined	1	99.99308	99.96990	99.99360	0.999943	0.999938	
combinations	1	99.99308	99.96990	99.99360	0.999931	0.999916	
collision	1	99.99523	99.96990	99.99360	0.999950	0.999943	
column	1	99.99308	99.96990	99.99360	0.999949	0.999949	
collisions	1	99.99308	99.96990	99.99360	0.999937	0.999927	
collecting	1	99.99730	99.96990	99.99360	0.999952	0.999942	
collect	1	99.99308	99.96990	99.99360	0.999946	0.999943	
collectibles	1	99.99308	99.96990	99.99360	0.999931	0.999916	
colby	1	99.99308	99.96990	99.99360	0.999953	0.999955	
colbatzky	1	99.99308	99.96990	99.99360	0.999942	0.999934	
collapsed	1	99.99308	99.96990	99.99360	0.999940	0.999933	
codenames	1	99.99308	99.96990	99.99360	0.999940	0.999933	
coherent	1	99.99308	99.96990	99.99360	0.999943	0.999938	
cocktail	1	99.99308	99.96990	99.99360	0.999943	0.999938	
coded	1	99.99523	99.96990	99.99360	0.999962	0.999964	
coercive	1	99.99308	99.96990	99.99360	0.999943	0.999938	
coburg	1	99.99730	99.96990	99.99360	0.999964	0.999964	
coburger	1	99.99381	99.96990	99.99360	0.999943	0.999938	
coat	1	99.99308	99.96990	99.99360	0.999955	0.999960	
co.	1	99.99308	99.96990	99.99360	0.999958	0.999965	
cm	1	99.99308	99.96990	99.99360	0.999961	0.999970	
clots	1	99.99523	99.96990	99.99360	0.999962	0.999964	
clue	1	99.99308	99.96990	99.99360	0.999955	0.999960	
clothing	1	99.99308	99.96990	99.99360	0.999943	0.999938	
closes	1	99.99308	99.96990	99.99360	0.999949	0.999949	
closely	1	99.99308	99.96990	99.99360	0.999947	0.999944	
clooney	1	99.99381	99.96990	99.99360	0.999947	0.999944	
clock	1	99.99308	99.96990	99.99360	0.999952	0.999954	
clinked	1	99.99308	99.96990	99.99360	0.999946	0.999943	
clinic	1	99.99308	99.96990	99.99360	0.999949	0.999949	
climbing	1	99.99308	99.96990	99.99360	0.999943	0.999938	
climax	1	99.99308	99.96990	99.99360	0.999950	0.999950	
climb	1	99.99308	99.96990	99.99360	0.999952	0.999954	
clients	1	99.99523	99.96990	99.99360	0.999949	0.999946	
clever	1	99.99308	99.96990	99.99360	0.999949	0.999949	
clenched	1	99.99308	99.96990	99.99360	0.999943	0.999938	
clemens	1	99.99730	99.96990	99.99360	0.999961	0.999959	
clearing	1	99.99523	99.96990	99.99360	0.999953	0.999948	
cleaning	1	99.99308	99.96990	99.99360	0.999943	0.999938	
cleaned	1	99.99308	99.96990	99.99360	0.999946	0.999943	
clay	1	99.99308	99.96990	99.99360	0.999956	0.999961	
claus	1	99.99308	99.96990	99.99360	0.999952	0.999954	
classic	1	99.99381	99.96990	99.99360	0.999946	0.999943	
classics	1	99.99308	99.96990	99.99360	0.999943	0.999938	
clamped	1	99.99454	99.96990	99.99360	0.999946	0.999943	
clashed	1	99.99308	99.96990	99.99360	0.999946	0.999943	
clarity	1	99.99308	99.96990	99.99360	0.999947	0.999944	
claims	1	99.99308	99.96990	99.99360	0.999949	0.999949	
claim	1	99.99308	99.96990	99.99360	0.999952	0.999954	
cited	1	99.99308	99.96990	99.99360	0.999952	0.999954	
civic	1	99.99308	99.96990	99.99360	0.999952	0.999954	
cigarette	1	99.99381	99.96990	99.99360	0.999940	0.999933	
circumstance	1	99.99308	99.96990	99.99360	0.999931	0.999916	
christuskirche	1	99.99308	99.96990	99.99360	0.999925	0.999905	
chrystia	1	99.99308	99.96990	99.99360	0.999944	0.999939	
christine	1	99.99308	99.96990	99.99360	0.999940	0.999933	
chrissy	1	99.99308	99.96990	99.99360	0.999947	0.999944	
chose	1	99.99308	99.96990	99.99360	0.999952	0.999954	
christopher	1	99.99730	99.96990	99.99360	0.999949	0.999937	
christians	1	99.99381	99.96990	99.99360	0.999937	0.999927	
chopin	1	99.99308	99.96990	99.99360	0.999949	0.999949	
choice	1	99.99381	99.96990	99.99360	0.999949	0.999949	
chocolate	1	99.99308	99.96990	99.99360	0.999940	0.999933	
chinese	1	99.99523	99.96990	99.99360	0.999949	0.999946	
chime	1	99.99308	99.96990	99.99360	0.999952	0.999954	
childhood	1	99.99308	99.96990	99.99360	0.999940	0.999933	
chemistry	1	99.99308	99.96990	99.99360	0.999941	0.999933	
chefs	1	99.99523	99.96990	99.99360	0.999952	0.999954	
chestnuts	1	99.99523	99.96990	99.99360	0.999940	0.999933	
cheery	1	99.99308	99.96990	99.99360	0.999950	0.999950	
cheering	1	99.99381	99.96990	99.99360	0.999943	0.999938	
cheered	1	99.99308	99.96990	99.99360	0.999946	0.999943	
cheeky	1	99.99308	99.96990	99.99360	0.999950	0.999950	
cheekily	1	99.99308	99.96990	99.99360	0.999944	0.999939	
cheek	1	99.99523	99.96990	99.99360	0.999962	0.999964	
checked	1	99.99308	99.96990	99.99360	0.999946	0.999943	
cheating	1	99.99308	99.96990	99.99360	0.999943	0.999938	
cheap	1	99.99381	99.96990	99.99360	0.999952	0.999954	
charging	1	99.99523	99.96990	99.99360	0.999953	0.999948	
chaussee	1	99.99308	99.96990	99.99360	0.999943	0.999938	
chancellors	1	99.99308	99.96990	99.99360	0.999934	0.999922	
characterized	1	99.99308	99.96990	99.99360	0.999929	0.999912	
character	1	99.99381	99.96990	99.99360	0.999940	0.999933	
chagrin	1	99.99381	99.96990	99.99360	0.999946	0.999943	
chaos	1	99.99308	99.96990	99.99360	0.999952	0.999954	
champagne	1	99.99523	99.96990	99.99360	0.999950	0.999943	
challenges	1	99.99308	99.96990	99.99360	0.999937	0.999927	
chapter	1	99.99308	99.96990	99.99360	0.999946	0.999943	
challenge	1	99.99308	99.96990	99.99360	0.999940	0.999933	
ceramic	1	99.99308	99.96990	99.99360	0.999946	0.999943	
chairwoman	1	99.99523	99.96990	99.99360	0.999940	0.999930	
celebrity	1	99.99308	99.96990	99.99360	0.999941	0.999933	
cent	1	99.99308	99.96990	99.99360	0.999955	0.999960	
celebs	1	99.99308	99.96990	99.99360	0.999949	0.999949	
celebrities	1	99.99308	99.96990	99.99360	0.999934	0.999922	
centerpiece	1	99.99523	99.96990	99.99360	0.999937	0.999925	
cautioned	1	99.99523	99.96990	99.99360	0.999946	0.999939	
cattle	1	99.99308	99.96990	99.99360	0.999949	0.999949	
celebration	1	99.99308	99.96990	99.99360	0.999934	0.999922	
causing	1	99.99308	99.96990	99.99360	0.999946	0.999943	
causa	1	99.99308	99.96990	99.99360	0.999952	0.999954	
cech	1	99.99308	99.96990	99.99360	0.999955	0.999960	
cathcart	1	99.99308	99.96990	99.99360	0.999943	0.999938	
catering	1	99.99381	99.96990	99.99360	0.999943	0.999938	
catholics	1	99.99730	99.96990	99.99360	0.999955	0.999948	
catenary	1	99.99308	99.96990	99.99360	0.999944	0.999939	
category	1	99.99308	99.96990	99.99360	0.999944	0.999939	
catchiness	1	99.99308	99.96990	99.99360	0.999937	0.999927	
catalans	1	99.99523	99.96990	99.99360	0.999953	0.999948	
casually	1	99.99308	99.96990	99.99360	0.999944	0.999939	
cashiers	1	99.99308	99.96990	99.99360	0.999943	0.999938	
cash	1	99.99308	99.96990	99.99360	0.999955	0.999960	
carolin	1	99.99308	99.96990	99.99360	0.999946	0.999943	
carriages	1	99.99308	99.96990	99.99360	0.999940	0.999933	
carpet	1	99.99308	99.96990	99.99360	0.999949	0.999949	
carla	1	99.99308	99.96990	99.99360	0.999952	0.999954	
carles	1	99.99308	99.96990	99.99360	0.999949	0.999949	
cared	1	99.99523	99.96990	99.99360	0.999958	0.999960	
captivates	1	99.99308	99.96990	99.99360	0.999937	0.999927	
careful	1	99.99308	99.96990	99.99360	0.999946	0.999943	
cannes	1	99.99308	99.96990	99.99360	0.999949	0.999949	
capsule	1	99.99308	99.96990	99.99360	0.999946	0.999943	
capture	1	99.99308	99.96990	99.99360	0.999946	0.999943	
capitalism	1	99.99308	99.96990	99.99360	0.999937	0.999927	
candlelight	1	99.99308	99.96990	99.99360	0.999934	0.999922	
candidancy	1	99.99308	99.96990	99.99360	0.999938	0.999928	
candidacy	1	99.99308	99.96990	99.99360	0.999941	0.999933	
canadian	1	99.99308	99.96990	99.99360	0.999943	0.999938	
cancellations	1	99.99308	99.96990	99.99360	0.999928	0.999911	
cancel	1	99.99381	99.96990	99.99360	0.999949	0.999949	
camps	1	99.99308	99.96990	99.99360	0.999952	0.999954	
campaigned	1	99.99308	99.96990	99.99360	0.999937	0.999927	
campaign	1	99.99308	99.96990	99.99360	0.999943	0.999938	
camera	1	99.99308	99.96990	99.99360	0.999949	0.999949	
cameras	1	99.99308	99.96990	99.99360	0.999946	0.999943	
cameo	1	99.99308	99.96990	99.99360	0.999952	0.999954	
calmed	1	99.99308	99.96990	99.99360	0.999949	0.999949	
calm	1	99.99308	99.96990	99.99360	0.999955	0.999960	
calling	1	99.99308	99.96990	99.99360	0.999946	0.999943	
calculators	1	99.99308	99.96990	99.99360	0.999934	0.999922	
calendar	1	99.99308	99.96990	99.99360	0.999943	0.999938	
calculations	1	99.99308	99.96990	99.99360	0.999931	0.999916	
calculating	1	99.99523	99.96990	99.99360	0.999944	0.999932	
calculates	1	99.99308	99.96990	99.99360	0.999937	0.999927	
cakes	1	99.99308	99.96990	99.99360	0.999952	0.999954	
cajón	1	99.99308	99.96990	99.99360	0.999952	0.999954	
cäcilia	1	99.99308	99.96990	99.99360	0.999946	0.999943	
c	1	99.99308	99.96990	99.99360	0.999964	0.999976	
bwa	1	99.99730	99.96990	99.99360	0.999973	0.999980	
c.	1	99.99308	99.96990	99.99360	0.999961	0.999970	
bypassed	1	99.99308	99.96990	99.99360	0.999944	0.999939	
bvb	1	99.99308	99.96990	99.99360	0.999958	0.999965	
busy	1	99.99308	99.96990	99.99360	0.999956	0.999961	
buy	1	99.99308	99.96990	99.99360	0.999959	0.999966	
businesses	1	99.99523	99.96990	99.99360	0.999947	0.999937	
butts	1	99.99308	99.96990	99.99360	0.999952	0.999954	
bushes	1	99.99308	99.96990	99.99360	0.999949	0.999949	
buschschlüter	1	99.99523	99.96990	99.99360	0.999938	0.999921	
buschkötter	1	99.99381	99.96990	99.99360	0.999935	0.999923	
burnt	1	99.99523	99.96990	99.99360	0.999953	0.999955	
bush	1	99.99308	99.96990	99.99360	0.999955	0.999960	
burning	1	99.99308	99.96990	99.99360	0.999946	0.999943	
burglar	1	99.99523	99.96990	99.99360	0.999956	0.999954	
bundled	1	99.99308	99.96990	99.99360	0.999946	0.999943	
bürgerzentrum	1	99.99308	99.96990	99.99360	0.999929	0.999912	
bulk	1	99.99308	99.96990	99.99360	0.999955	0.999960	
bullet	1	99.99381	99.96990	99.99360	0.999949	0.999949	
buildings	1	99.99308	99.96990	99.99360	0.999940	0.999933	
budgetary	1	99.99308	99.96990	99.99360	0.999941	0.999933	
bubbles	1	99.99523	99.96990	99.99360	0.999956	0.999954	
bsc	1	99.99308	99.96990	99.99360	0.999958	0.999965	
bruun	1	99.99381	99.96990	99.99360	0.999952	0.999954	
buhl	1	99.99308	99.96990	99.99360	0.999955	0.999960	
buffer	1	99.99308	99.96990	99.99360	0.999949	0.999949	
brutally	1	99.99381	99.96990	99.99360	0.999944	0.999939	
brunch	1	99.99381	99.96990	99.99360	0.999949	0.999949	
brutality	1	99.99308	99.96990	99.99360	0.999941	0.999933	
brussels	1	99.99308	99.96990	99.99360	0.999943	0.999938	
bruland	1	99.99308	99.96990	99.99360	0.999946	0.999943	
bruising	1	99.99308	99.96990	99.99360	0.999943	0.999938	
brown	1	99.99308	99.96990	99.99360	0.999952	0.999954	
broker	1	99.99523	99.96990	99.99360	0.999959	0.999959	
broth	1	99.99308	99.96990	99.99360	0.999952	0.999954	
broader	1	99.99308	99.96990	99.99360	0.999946	0.999943	
broadcast	1	99.99308	99.96990	99.99360	0.999940	0.999933	
brockmanns	1	99.99308	99.96990	99.99360	0.999937	0.999927	
britain	1	99.99523	99.96990	99.99360	0.999956	0.999954	
brinkmann	1	99.99308	99.96990	99.99360	0.999940	0.999933	
brilliant	1	99.99308	99.96990	99.99360	0.999940	0.999933	
brings	1	99.99308	99.96990	99.99360	0.999949	0.999949	
brightened	1	99.99308	99.96990	99.99360	0.999937	0.999927	
brigitte	1	99.99308	99.96990	99.99360	0.999943	0.999938	
brexit	1	99.99308	99.96990	99.99360	0.999951	0.999951	
bright	1	99.99308	99.96990	99.99360	0.999949	0.999949	
bremer	1	99.99308	99.96990	99.99360	0.999949	0.999949	
brenner	1	99.99308	99.96990	99.99360	0.999946	0.999943	
bregenhorn	1	99.99381	99.96990	99.99360	0.999937	0.999927	
bregenz	1	99.99308	99.96990	99.99360	0.999952	0.999949	
breeding	1	99.99308	99.96990	99.99360	0.999943	0.999938	
breed	1	99.99381	99.96990	99.99360	0.999952	0.999954	
breath	1	99.99308	99.96990	99.99360	0.999949	0.999949	
breathed	1	99.99308	99.96990	99.99360	0.999943	0.999938	
breakthrough	1	99.99308	99.96990	99.99360	0.999931	0.999916	
brawls	1	99.99730	99.96990	99.99360	0.999964	0.999964	
breakfast	1	99.99523	99.96990	99.99360	0.999943	0.999936	
breaks	1	99.99308	99.96990	99.99360	0.999949	0.999949	
bravo	1	99.99308	99.96990	99.99360	0.999952	0.999954	
bratwurst	1	99.99308	99.96990	99.99360	0.999940	0.999933	
brasilia	1	99.99308	99.96990	99.99360	0.999943	0.999938	
brass	1	99.99308	99.96990	99.99360	0.999952	0.999954	
brandhoveweg	1	99.99523	99.96990	99.99360	0.999941	0.999926	
bram	1	99.99308	99.96990	99.99360	0.999955	0.999960	
