Type	Frequency	bleu	macrof	microf	CHRF1	CHRF3
forgotten	1	99.99308	99.96990	99.99360	0.999931	0.999931	
forth	1	99.99523	99.96990	99.99360	0.999965	0.999965	
formal	1	99.99308	99.96990	99.99360	0.999949	0.999949	
forfeits	1	99.99523	99.96990	99.99360	0.999937	0.999937	
forfeited	1	99.99308	99.96990	99.99360	0.999931	0.999931	
forests	1	99.99308	99.96990	99.99360	0.999943	0.999943	
forested	1	99.99308	99.96990	99.99360	0.999937	0.999937	
foreigners	1	99.99523	99.96990	99.99360	0.999935	0.999935	
forecourt	1	99.99523	99.96990	99.99360	0.999941	0.999941	
foreseeable	1	99.99308	99.96990	99.99360	0.999919	0.999919	
forecasts	1	99.99308	99.96990	99.99360	0.999931	0.999931	
forecast	1	99.99381	99.96990	99.99360	0.999937	0.999937	
ford	1	99.99308	99.96990	99.99360	0.999961	0.999961	
footballer	1	99.99308	99.96990	99.99360	0.999925	0.999925	
forced	1	99.99308	99.96990	99.99360	0.999949	0.999949	
followers	1	99.99308	99.96990	99.99360	0.999931	0.999931	
fond	1	99.99308	99.96990	99.99360	0.999961	0.999961	
fondly	1	99.99308	99.96990	99.99360	0.999949	0.999949	
foil	1	99.99523	99.96990	99.99360	0.999971	0.999971	
followed	1	99.99308	99.96990	99.99360	0.999937	0.999937	
flying	1	99.99308	99.96990	99.99360	0.999949	0.999949	
flyers	1	99.99523	99.96990	99.99360	0.999959	0.999959	
fly	1	99.99308	99.96990	99.99360	0.999967	0.999967	
flows	1	99.99308	99.96990	99.99360	0.999955	0.999955	
fluchtgasse	1	99.99308	99.96990	99.99360	0.999919	0.999919	
flew	1	99.99308	99.96990	99.99360	0.999961	0.999961	
flowed	1	99.99523	99.96990	99.99360	0.999949	0.999949	
florent	1	99.99308	99.96990	99.99360	0.999943	0.999943	
floral	1	99.99308	99.96990	99.99360	0.999949	0.999949	
flirting	1	99.99308	99.96990	99.99360	0.999937	0.999937	
flow	1	99.99308	99.96990	99.99360	0.999961	0.999961	
flee	1	99.99308	99.96990	99.99360	0.999961	0.999961	
flessa	1	99.99308	99.96990	99.99360	0.999949	0.999949	
flashing	1	99.99308	99.96990	99.99360	0.999937	0.999937	
flats	1	99.99308	99.96990	99.99360	0.999955	0.999955	
flame	1	99.99523	99.96990	99.99360	0.999965	0.999965	
flamme	1	99.99308	99.96990	99.99360	0.999949	0.999949	
flair	1	99.99308	99.96990	99.99360	0.999955	0.999955	
flagship	1	99.99308	99.96990	99.99360	0.999937	0.999937	
fixture	1	99.99308	99.96990	99.99360	0.999943	0.999943	
fitting	1	99.99523	99.96990	99.99360	0.999953	0.999953	
fix	1	99.99308	99.96990	99.99360	0.999967	0.999967	
fixed	1	99.99308	99.96990	99.99360	0.999955	0.999955	
fit	1	99.99308	99.96990	99.99360	0.999967	0.999967	
fits	1	99.99381	99.96990	99.99360	0.999961	0.999961	
fist	1	99.99308	99.96990	99.99360	0.999961	0.999961	
fishing	1	99.99308	99.96990	99.99360	0.999943	0.999943	
fischtown	1	99.99308	99.96990	99.99360	0.999931	0.999931	
fish	1	99.99308	99.96990	99.99360	0.999961	0.999961	
fiscal	1	99.99308	99.96990	99.99360	0.999949	0.999949	
fireproof	1	99.99308	99.96990	99.99360	0.999931	0.999931	
firework	1	99.99308	99.96990	99.99360	0.999937	0.999937	
firefighter	1	99.99523	99.96990	99.99360	0.999929	0.999929	
firefighters	1	99.99381	99.96990	99.99360	0.999913	0.999913	
firewood	1	99.99308	99.96990	99.99360	0.999937	0.999937	
finland	1	99.99523	99.96990	99.99360	0.999953	0.999953	
fired	1	99.99381	99.96990	99.99360	0.999956	0.999956	
firefighting	1	99.99381	99.96990	99.99360	0.999913	0.999913	
finger	1	99.99308	99.96990	99.99360	0.999949	0.999949	
finding	1	99.99308	99.96990	99.99360	0.999943	0.999943	
financially	1	99.99523	99.96990	99.99360	0.999929	0.999929	
findings	1	99.99308	99.96990	99.99360	0.999937	0.999937	
financial	1	99.99308	99.96990	99.99360	0.999931	0.999931	
finely	1	99.99308	99.96990	99.99360	0.999949	0.999949	
financed	1	99.99308	99.96990	99.99360	0.999937	0.999937	
finals	1	99.99308	99.96990	99.99360	0.999949	0.999949	
finalist	1	99.99308	99.96990	99.99360	0.999937	0.999937	
films	1	99.99308	99.96990	99.99360	0.999955	0.999955	
filthy	1	99.99308	99.96990	99.99360	0.999949	0.999949	
filip	1	99.99308	99.96990	99.99360	0.999955	0.999955	
filed	1	99.99308	99.96990	99.99360	0.999955	0.999955	
figures	1	99.99381	99.96990	99.99360	0.999943	0.999943	
figure	1	99.99523	99.96990	99.99360	0.999959	0.999959	
fields	1	99.99523	99.96990	99.99360	0.999959	0.999959	
fighting	1	99.99308	99.96990	99.99360	0.999937	0.999937	
figuratively	1	99.99308	99.96990	99.99360	0.999913	0.999913	
fibre	1	99.99308	99.96990	99.99360	0.999955	0.999955	
fiber	1	99.99308	99.96990	99.99360	0.999955	0.999955	
fewer	1	99.99308	99.96990	99.99360	0.999955	0.999955	
festively	1	99.99308	99.96990	99.99360	0.999931	0.999931	
fethullah	1	99.99308	99.96990	99.99360	0.999931	0.999931	
festive	1	99.99523	99.96990	99.99360	0.999953	0.999953	
feuerwehr	1	99.99308	99.96990	99.99360	0.999931	0.999931	
ferdinand	1	99.99381	99.96990	99.99360	0.999931	0.999931	
fenster	1	99.99596	99.96990	99.99360	0.999959	0.999959	
felipe	1	99.99308	99.96990	99.99360	0.999949	0.999949	
feelers	1	99.99308	99.96990	99.99360	0.999943	0.999943	
fencing	1	99.99308	99.96990	99.99360	0.999943	0.999943	
federweisser	1	99.99308	99.96990	99.99360	0.999913	0.999913	
felbertauern	1	99.99308	99.96990	99.99360	0.999913	0.999913	
fellow	1	99.99308	99.96990	99.99360	0.999949	0.999949	
feet	1	99.99523	99.96990	99.99360	0.999971	0.999971	
federally	1	99.99308	99.96990	99.99360	0.999931	0.999931	
fears	1	99.99308	99.96990	99.99360	0.999955	0.999955	
features	1	99.99308	99.96990	99.99360	0.999937	0.999937	
fee	1	99.99308	99.96990	99.99360	0.999967	0.999967	
feeling	1	99.99308	99.96990	99.99360	0.999943	0.999943	
feature	1	99.99308	99.96990	99.99360	0.999943	0.999943	
father	1	99.99308	99.96990	99.99360	0.999949	0.999949	
fcg	1	99.99308	99.96990	99.99360	0.999967	0.999967	
fate	1	99.99308	99.96990	99.99360	0.999961	0.999961	
farrelly	1	99.99308	99.96990	99.99360	0.999937	0.999937	
fascination	1	99.99308	99.96990	99.99360	0.999919	0.999919	
faster	1	99.99523	99.96990	99.99360	0.999959	0.999959	
farther	1	99.99308	99.96990	99.99360	0.999943	0.999943	
fatalities	1	99.99308	99.96990	99.99360	0.999925	0.999925	
fast	1	99.99308	99.96990	99.99360	0.999961	0.999961	
farm	1	99.99308	99.96990	99.99360	0.999961	0.999961	
families	1	99.99308	99.96990	99.99360	0.999937	0.999937	
fantasy	1	99.99308	99.96990	99.99360	0.999943	0.999943	
familiar	1	99.99308	99.96990	99.99360	0.999937	0.999937	
familial	1	99.99308	99.96990	99.99360	0.999937	0.999937	
fairytale	1	99.99308	99.96990	99.99360	0.999931	0.999931	
fairy	1	99.99308	99.96990	99.99360	0.999955	0.999955	
fairly	1	99.99381	99.96990	99.99360	0.999950	0.999950	
fail	1	99.99308	99.96990	99.99360	0.999961	0.999961	
failure	1	99.99308	99.96990	99.99360	0.999943	0.999943	
factors	1	99.99308	99.96990	99.99360	0.999943	0.999943	
fairground	1	99.99523	99.96990	99.99360	0.999935	0.999935	
facility	1	99.99523	99.96990	99.99360	0.999940	0.999940	
fabricated	1	99.99308	99.96990	99.99360	0.999925	0.999925	
facebook	1	99.99308	99.96990	99.99360	0.999937	0.999937	
facade	1	99.99308	99.96990	99.99360	0.999949	0.999949	
eyewitnesses	1	99.99308	99.96990	99.99360	0.999913	0.999913	
eyebrows	1	99.99308	99.96990	99.99360	0.999937	0.999937	
exuberantly	1	99.99523	99.96990	99.99360	0.999929	0.999929	
extradite	1	99.99308	99.96990	99.99360	0.999931	0.999931	
exudes	1	99.99308	99.96990	99.99360	0.999949	0.999949	
extra	1	99.99308	99.96990	99.99360	0.999955	0.999955	
extreme	1	99.99308	99.96990	99.99360	0.999943	0.999943	
extraction	1	99.99381	99.96990	99.99360	0.999925	0.999925	
extinguish	1	99.99308	99.96990	99.99360	0.999925	0.999925	
external	1	99.99308	99.96990	99.99360	0.999937	0.999937	
extinguished	1	99.99523	99.96990	99.99360	0.999923	0.999923	
extinguishing	1	99.99381	99.96990	99.99360	0.999910	0.999910	
extend	1	99.99308	99.96990	99.99360	0.999949	0.999949	
extension	1	99.99308	99.96990	99.99360	0.999931	0.999931	
extends	1	99.99308	99.96990	99.99360	0.999943	0.999943	
expulsion	1	99.99308	99.96990	99.99360	0.999931	0.999931	
expresses	1	99.99308	99.96990	99.99360	0.999931	0.999931	
expression	1	99.99308	99.96990	99.99360	0.999925	0.999925	
exposed	1	99.99308	99.96990	99.99360	0.999943	0.999943	
export	1	99.99308	99.96990	99.99360	0.999949	0.999949	
explores	1	99.99308	99.96990	99.99360	0.999937	0.999937	
explanatory	1	99.99523	99.96990	99.99360	0.999922	0.999922	
explaining	1	99.99308	99.96990	99.99360	0.999925	0.999925	
experiencing	1	99.99308	99.96990	99.99360	0.999913	0.999913	
experiences	1	99.99308	99.96990	99.99360	0.999919	0.999919	
expensively	1	99.99308	99.96990	99.99360	0.999919	0.999919	
expansion	1	99.99523	99.96990	99.99360	0.999941	0.999941	
exner	1	99.99308	99.96990	99.99360	0.999955	0.999955	
expecting	1	99.99381	99.96990	99.99360	0.999931	0.999931	
expensive	1	99.99308	99.96990	99.99360	0.999931	0.999931	
existing	1	99.99308	99.96990	99.99360	0.999937	0.999937	
exists	1	99.99308	99.96990	99.99360	0.999949	0.999949	
existence	1	99.99523	99.96990	99.99360	0.999941	0.999941	
existed	1	99.99308	99.96990	99.99360	0.999943	0.999943	
exhibited	1	99.99308	99.96990	99.99360	0.999931	0.999931	
exhibitors	1	99.99308	99.96990	99.99360	0.999925	0.999925	
exciting	1	99.99381	99.96990	99.99360	0.999937	0.999937	
exhaust	1	99.99308	99.96990	99.99360	0.999943	0.999943	
exhibit	1	99.99523	99.96990	99.99360	0.999953	0.999953	
excitedly	1	99.99308	99.96990	99.99360	0.999931	0.999931	
exclusive	1	99.99308	99.96990	99.99360	0.999931	0.999931	
exceptions	1	99.99308	99.96990	99.99360	0.999925	0.999925	
excavators	1	99.99308	99.96990	99.99360	0.999925	0.999925	
exaggerated	1	99.99308	99.96990	99.99360	0.999919	0.999919	
evans	1	99.99523	99.96990	99.99360	0.999965	0.999965	
ewe	1	99.99523	99.96990	99.99360	0.999970	0.999970	
eventful	1	99.99523	99.96990	99.99360	0.999937	0.999937	
examples	1	99.99730	99.96990	99.99360	0.999952	0.999952	
exact	1	99.99523	99.96990	99.99360	0.999958	0.999958	
evidence	1	99.99308	99.96990	99.99360	0.999937	0.999937	
excavations	1	99.99308	99.96990	99.99360	0.999919	0.999919	
everybody	1	99.99308	99.96990	99.99360	0.999931	0.999931	
evan	1	99.99730	99.96990	99.99360	0.999976	0.999976	
etc.	1	99.99308	99.96990	99.99360	0.999961	0.999961	
eurozone	1	99.99308	99.96990	99.99360	0.999937	0.999937	
europa	1	99.99308	99.96990	99.99360	0.999949	0.999949	
evacuations	1	99.99523	99.96990	99.99360	0.999929	0.999929	
estonia	1	99.99523	99.96990	99.99360	0.999953	0.999953	
establish	1	99.99308	99.96990	99.99360	0.999931	0.999931	
esser	1	99.99308	99.96990	99.99360	0.999955	0.999955	
essener	1	99.99308	99.96990	99.99360	0.999943	0.999943	
essentially	1	99.99730	99.96990	99.99360	0.999934	0.999934	
espresso	1	99.99308	99.96990	99.99360	0.999937	0.999937	
essence	1	99.99523	99.96990	99.99360	0.999953	0.999953	
espionage	1	99.99308	99.96990	99.99360	0.999931	0.999931	
espirito	1	99.99381	99.96990	99.99360	0.999937	0.999937	
escort	1	99.99308	99.96990	99.99360	0.999949	0.999949	
eschenau	1	99.99523	99.96990	99.99360	0.999947	0.999947	
erupted	1	99.99308	99.96990	99.99360	0.999943	0.999943	
equipping	1	99.99308	99.96990	99.99360	0.999931	0.999931	
eradicated	1	99.99308	99.96990	99.99360	0.999925	0.999925	
era	1	99.99308	99.96990	99.99360	0.999967	0.999967	
errors	1	99.99308	99.96990	99.99360	0.999949	0.999949	
equipment	1	99.99308	99.96990	99.99360	0.999931	0.999931	
equipped	1	99.99308	99.96990	99.99360	0.999937	0.999937	
eqc	1	99.99308	99.96990	99.99360	0.999967	0.999967	
equally	1	99.99308	99.96990	99.99360	0.999943	0.999943	
envisaged	1	99.99308	99.96990	99.99360	0.999931	0.999931	
episode	1	99.99523	99.96990	99.99360	0.999943	0.999943	
entirely	1	99.99308	99.96990	99.99360	0.999937	0.999937	
entry	1	99.99381	99.96990	99.99360	0.999955	0.999955	
entertainingly	1	99.99308	99.96990	99.99360	0.999901	0.999901	
enthusiastic	1	99.99523	99.96990	99.99360	0.999913	0.999913	
enthrall	1	99.99308	99.96990	99.99360	0.999937	0.999937	
enthusiasm	1	99.99308	99.96990	99.99360	0.999925	0.999925	
enthusiasts	1	99.99523	99.96990	99.99360	0.999929	0.999929	
entertaining	1	99.99308	99.96990	99.99360	0.999913	0.999913	
entered	1	99.99308	99.96990	99.99360	0.999943	0.999943	
entertained	1	99.99308	99.96990	99.99360	0.999919	0.999919	
enormously	1	99.99308	99.96990	99.99360	0.999925	0.999925	
ensured	1	99.99381	99.96990	99.99360	0.999946	0.999946	
ensure	1	99.99308	99.96990	99.99360	0.999949	0.999949	
enjoy	1	99.99308	99.96990	99.99360	0.999955	0.999955	
english	1	99.99308	99.96990	99.99360	0.999943	0.999943	
engelke	1	99.99381	99.96990	99.99360	0.999943	0.999943	
england	1	99.99308	99.96990	99.99360	0.999943	0.999943	
engineer	1	99.99308	99.96990	99.99360	0.999937	0.999937	
engaged	1	99.99308	99.96990	99.99360	0.999943	0.999943	
enforce	1	99.99308	99.96990	99.99360	0.999943	0.999943	
engage	1	99.99308	99.96990	99.99360	0.999949	0.999949	
enes	1	99.99308	99.96990	99.99360	0.999961	0.999961	
endures	1	99.99523	99.96990	99.99360	0.999943	0.999943	
endanger	1	99.99308	99.96990	99.99360	0.999937	0.999937	
ending	1	99.99523	99.96990	99.99360	0.999959	0.999959	
encryption	1	99.99381	99.96990	99.99360	0.999925	0.999925	
encore	1	99.99308	99.96990	99.99360	0.999949	0.999949	
encouraged	1	99.99308	99.96990	99.99360	0.999925	0.999925	
en	1	99.99308	99.96990	99.99360	0.999973	0.999973	
emsland	1	99.99308	99.96990	99.99360	0.999943	0.999943	
emsdetten	1	99.99308	99.96990	99.99360	0.999931	0.999931	
emre	1	99.99730	99.96990	99.99360	0.999976	0.999976	
employment	1	99.99308	99.96990	99.99360	0.999925	0.999925	
emptying	1	99.99308	99.96990	99.99360	0.999937	0.999937	
employees	1	99.99308	99.96990	99.99360	0.999931	0.999931	
employee	1	99.99381	99.96990	99.99360	0.999937	0.999937	
emphasizing	1	99.99308	99.96990	99.99360	0.999919	0.999919	
emphasize	1	99.99308	99.96990	99.99360	0.999931	0.999931	
emphasis	1	99.99308	99.96990	99.99360	0.999937	0.999937	
emotion	1	99.99308	99.96990	99.99360	0.999943	0.999943	
emergeny	1	99.99308	99.96990	99.99360	0.999937	0.999937	
emissions	1	99.99308	99.96990	99.99360	0.999931	0.999931	
emerged	1	99.99308	99.96990	99.99360	0.999943	0.999943	
emlichheim	1	99.99308	99.96990	99.99360	0.999925	0.999925	
empathy	1	99.99308	99.96990	99.99360	0.999943	0.999943	
embers	1	99.99308	99.96990	99.99360	0.999949	0.999949	
embarassing	1	99.99381	99.96990	99.99360	0.999919	0.999919	
embolo	1	99.99308	99.96990	99.99360	0.999949	0.999949	
emancipated	1	99.99308	99.96990	99.99360	0.999919	0.999919	
elvedi	1	99.99308	99.96990	99.99360	0.999949	0.999949	
elude	1	99.99308	99.96990	99.99360	0.999955	0.999955	
elsa	1	99.99523	99.96990	99.99360	0.999961	0.999961	
elegant	1	99.99308	99.96990	99.99360	0.999943	0.999943	
elke	1	99.99308	99.96990	99.99360	0.999961	0.999961	
elite	1	99.99308	99.96990	99.99360	0.999955	0.999955	
elementary	1	99.99308	99.96990	99.99360	0.999925	0.999925	
elected	1	99.99308	99.96990	99.99360	0.999943	0.999943	
elect	1	99.99308	99.96990	99.99360	0.999955	0.999955	
elderly	1	99.99730	99.96990	99.99360	0.999958	0.999958	
eleventh	1	99.99308	99.96990	99.99360	0.999937	0.999937	
electromobility	1	99.99523	99.96990	99.99360	0.999905	0.999905	
eilmann	1	99.99308	99.96990	99.99360	0.999943	0.999943	
ein	1	99.99308	99.96990	99.99360	0.999967	0.999967	
eigel	1	99.99523	99.96990	99.99360	0.999965	0.999965	
eggnog	1	99.99308	99.96990	99.99360	0.999949	0.999949	
eggenhaus	1	99.99308	99.96990	99.99360	0.999931	0.999931	
effortlessly	1	99.99523	99.96990	99.99360	0.999923	0.999923	
efficient	1	99.99523	99.96990	99.99360	0.999941	0.999941	
efe	1	99.99308	99.96990	99.99360	0.999967	0.999967	
editorial	1	99.99308	99.96990	99.99360	0.999931	0.999931	
edge	1	99.99308	99.96990	99.99360	0.999961	0.999961	
edition	1	99.99308	99.96990	99.99360	0.999943	0.999943	
editors	1	99.99308	99.96990	99.99360	0.999943	0.999943	
ecologically	1	99.99308	99.96990	99.99360	0.999913	0.999913	
economy	1	99.99308	99.96990	99.99360	0.999943	0.999943	
economist	1	99.99308	99.96990	99.99360	0.999931	0.999931	
economics	1	99.99308	99.96990	99.99360	0.999931	0.999931	
eased	1	99.99308	99.96990	99.99360	0.999955	0.999955	
echo	1	99.99381	99.96990	99.99360	0.999961	0.999961	
earth	1	99.99523	99.96990	99.99360	0.999965	0.999965	
ease	1	99.99308	99.96990	99.99360	0.999961	0.999961	
ecclesiastical	1	99.99308	99.96990	99.99360	0.999901	0.999901	
ears	1	99.99308	99.96990	99.99360	0.999961	0.999961	
earnings	1	99.99308	99.96990	99.99360	0.999937	0.999937	
earning	1	99.99308	99.96990	99.99360	0.999943	0.999943	
earmarked	1	99.99308	99.96990	99.99360	0.999931	0.999931	
ear	1	99.99308	99.96990	99.99360	0.999967	0.999967	
eagerly	1	99.99308	99.96990	99.99360	0.999943	0.999943	
dynasty	1	99.99308	99.96990	99.99360	0.999943	0.999943	
dylan	1	99.99308	99.96990	99.99360	0.999955	0.999955	
dynamic	1	99.99381	99.96990	99.99360	0.999943	0.999943	
dybala	1	99.99308	99.96990	99.99360	0.999949	0.999949	
dying	1	99.99381	99.96990	99.99360	0.999955	0.999955	
durstewitz	1	99.99308	99.96990	99.99360	0.999925	0.999925	
düsseldorf	1	99.99308	99.96990	99.99360	0.999925	0.999925	
duties	1	99.99308	99.96990	99.99360	0.999949	0.999949	
duplicate	1	99.99308	99.96990	99.99360	0.999931	0.999931	
dunja	1	99.99308	99.96990	99.99360	0.999955	0.999955	
dug	1	99.99381	99.96990	99.99360	0.999967	0.999967	
duo	1	99.99308	99.96990	99.99360	0.999967	0.999967	
duisburg	1	99.99308	99.96990	99.99360	0.999937	0.999937	
drunk	1	99.99308	99.96990	99.99360	0.999955	0.999955	
dual	1	99.99308	99.96990	99.99360	0.999961	0.999961	
dudenhöffer	1	99.99523	99.96990	99.99360	0.999929	0.999929	
drops	1	99.99308	99.96990	99.99360	0.999955	0.999955	
drummer	1	99.99308	99.96990	99.99360	0.999943	0.999943	
drop	1	99.99308	99.96990	99.99360	0.999961	0.999961	
dries	1	99.99308	99.96990	99.99360	0.999955	0.999955	
dr.-stammberger	1	99.99308	99.96990	99.99360	0.999895	0.999895	
dribbled	1	99.99308	99.96990	99.99360	0.999937	0.999937	
dreams	1	99.99308	99.96990	99.99360	0.999949	0.999949	
drones	1	99.99523	99.96990	99.99360	0.999959	0.999959	
dramatic	1	99.99308	99.96990	99.99360	0.999937	0.999937	
drees	1	99.99308	99.96990	99.99360	0.999955	0.999955	
drewes	1	99.99308	99.96990	99.99360	0.999949	0.999949	
draught	1	99.99381	99.96990	99.99360	0.999943	0.999943	
dressed	1	99.99308	99.96990	99.99360	0.999943	0.999943	
dreckmann	1	99.99308	99.96990	99.99360	0.999931	0.999931	
drawn	1	99.99308	99.96990	99.99360	0.999955	0.999955	
drained	1	99.99308	99.96990	99.99360	0.999943	0.999943	
dozens	1	99.99730	99.96990	99.99360	0.999964	0.999964	
draft	1	99.99308	99.96990	99.99360	0.999955	0.999955	
downtown	1	99.99308	99.96990	99.99360	0.999937	0.999937	
downswing	1	99.99308	99.96990	99.99360	0.999931	0.999931	
downtime	1	99.99523	99.96990	99.99360	0.999947	0.999947	
downsizing	1	99.99308	99.96990	99.99360	0.999925	0.999925	
dorados	1	99.99308	99.96990	99.99360	0.999943	0.999943	
doubts	1	99.99308	99.96990	99.99360	0.999949	0.999949	
donating	1	99.99308	99.96990	99.99360	0.999937	0.999937	
doormen	1	99.99308	99.96990	99.99360	0.999943	0.999943	
doorstep	1	99.99308	99.96990	99.99360	0.999937	0.999937	
donors	1	99.99730	99.96990	99.99360	0.999964	0.999964	
domstadt	1	99.99308	99.96990	99.99360	0.999937	0.999937	
dominating	1	99.99308	99.96990	99.99360	0.999925	0.999925	
donate	1	99.99308	99.96990	99.99360	0.999949	0.999949	
dominik	1	99.99308	99.96990	99.99360	0.999943	0.999943	
dominant	1	99.99308	99.96990	99.99360	0.999937	0.999937	
dogan	1	99.99381	99.96990	99.99360	0.999955	0.999955	
doctors	1	99.99308	99.96990	99.99360	0.999943	0.999943	
dobson	1	99.99523	99.96990	99.99360	0.999959	0.999959	
dodge	1	99.99308	99.96990	99.99360	0.999955	0.999955	
documented	1	99.99308	99.96990	99.99360	0.999925	0.999925	
diversified	1	99.99308	99.96990	99.99360	0.999919	0.999919	
divorce	1	99.99308	99.96990	99.99360	0.999943	0.999943	
divinyls	1	99.99308	99.96990	99.99360	0.999937	0.999937	
distracted	1	99.99308	99.96990	99.99360	0.999925	0.999925	
diversely	1	99.99308	99.96990	99.99360	0.999931	0.999931	
dissatisfied	1	99.99308	99.96990	99.99360	0.999913	0.999913	
disturbances	1	99.99308	99.96990	99.99360	0.999913	0.999913	
disruption	1	99.99308	99.96990	99.99360	0.999925	0.999925	
districts	1	99.99523	99.96990	99.99360	0.999941	0.999941	
dissolved	1	99.99381	99.96990	99.99360	0.999931	0.999931	
disguise	1	99.99381	99.96990	99.99360	0.999943	0.999943	
disneyland	1	99.99308	99.96990	99.99360	0.999925	0.999925	
disposed	1	99.99308	99.96990	99.99360	0.999937	0.999937	
dispersing	1	99.99308	99.96990	99.99360	0.999925	0.999925	
disembarked	1	99.99381	99.96990	99.99360	0.999919	0.999919	
disgraces	1	99.99308	99.96990	99.99360	0.999931	0.999931	
discusses	1	99.99308	99.96990	99.99360	0.999931	0.999931	
discussed	1	99.99308	99.96990	99.99360	0.999931	0.999931	
diseases	1	99.99381	99.96990	99.99360	0.999937	0.999937	
discover	1	99.99308	99.96990	99.99360	0.999937	0.999937	
discrimination	1	99.99308	99.96990	99.99360	0.999901	0.999901	
discovery	1	99.99308	99.96990	99.99360	0.999931	0.999931	
discount	1	99.99730	99.96990	99.99360	0.999952	0.999952	
discounted	1	99.99308	99.96990	99.99360	0.999925	0.999925	
disciplines	1	99.99523	99.96990	99.99360	0.999929	0.999929	
disarm	1	99.99308	99.96990	99.99360	0.999949	0.999949	
disappeared	1	99.99381	99.96990	99.99360	0.999919	0.999919	
disappearance	1	99.99308	99.96990	99.99360	0.999907	0.999907	
dirk	1	99.99523	99.96990	99.99360	0.999961	0.999961	
directorate	1	99.99308	99.96990	99.99360	0.999919	0.999919	
directions	1	99.99523	99.96990	99.99360	0.999935	0.999935	
dippold	1	99.99308	99.96990	99.99360	0.999943	0.999943	
dimensional	1	99.99308	99.96990	99.99360	0.999919	0.999919	
diplomat	1	99.99381	99.96990	99.99360	0.999937	0.999937	
dim	1	99.99308	99.96990	99.99360	0.999967	0.999967	
digitisation	1	99.99523	99.96990	99.99360	0.999923	0.999923	
differed	1	99.99308	99.96990	99.99360	0.999937	0.999937	
difficulty	1	99.99308	99.96990	99.99360	0.999925	0.999925	
digging	1	99.99308	99.96990	99.99360	0.999943	0.999943	
diets	1	99.99308	99.96990	99.99360	0.999955	0.999955	
dieselgate	1	99.99308	99.96990	99.99360	0.999925	0.999925	
diet	1	99.99308	99.96990	99.99360	0.999961	0.999961	
diesels	1	99.99523	99.96990	99.99360	0.999953	0.999953	
dictated	1	99.99308	99.96990	99.99360	0.999937	0.999937	
didavi	1	99.99523	99.96990	99.99360	0.999959	0.999959	
didi	1	99.99523	99.96990	99.99360	0.999961	0.999961	
dictatorship	1	99.99308	99.96990	99.99360	0.999913	0.999913	
dice	1	99.99308	99.96990	99.99360	0.999961	0.999961	
diallo	1	99.99308	99.96990	99.99360	0.999949	0.999949	
diameter	1	99.99308	99.96990	99.99360	0.999937	0.999937	
diagnosing	1	99.99523	99.96990	99.99360	0.999935	0.999935	
dialed	1	99.99308	99.96990	99.99360	0.999949	0.999949	
diagnosed	1	99.99381	99.96990	99.99360	0.999931	0.999931	
devote	1	99.99308	99.96990	99.99360	0.999949	0.999949	
di	1	99.99308	99.96990	99.99360	0.999973	0.999973	
devils	1	99.99308	99.96990	99.99360	0.999949	0.999949	
deventer	1	99.99308	99.96990	99.99360	0.999937	0.999937	
developing	1	99.99308	99.96990	99.99360	0.999925	0.999925	
developed	1	99.99308	99.96990	99.99360	0.999931	0.999931	
developments	1	99.99308	99.96990	99.99360	0.999913	0.999913	
deutschland	1	99.99308	99.96990	99.99360	0.999919	0.999919	
dethroned	1	99.99308	99.96990	99.99360	0.999931	0.999931	
determine	1	99.99308	99.96990	99.99360	0.999931	0.999931	
determination	1	99.99308	99.96990	99.99360	0.999907	0.999907	
determined	1	99.99308	99.96990	99.99360	0.999925	0.999925	
detection	1	99.99308	99.96990	99.99360	0.999931	0.999931	
detention	1	99.99308	99.96990	99.99360	0.999931	0.999931	
detached	1	99.99308	99.96990	99.99360	0.999937	0.999937	
detained	1	99.99523	99.96990	99.99360	0.999937	0.999937	
destinies	1	99.99523	99.96990	99.99360	0.999941	0.999941	
destruction	1	99.99308	99.96990	99.99360	0.999919	0.999919	
designs	1	99.99308	99.96990	99.99360	0.999943	0.999943	
designing	1	99.99381	99.96990	99.99360	0.999931	0.999931	
design	1	99.99308	99.96990	99.99360	0.999949	0.999949	
describe	1	99.99308	99.96990	99.99360	0.999937	0.999937	
destroy	1	99.99381	99.96990	99.99360	0.999949	0.999949	
descending	1	99.99308	99.96990	99.99360	0.999925	0.999925	
descendant	1	99.99308	99.96990	99.99360	0.999925	0.999925	
described	1	99.99308	99.96990	99.99360	0.999931	0.999931	
deputy	1	99.99308	99.96990	99.99360	0.999949	0.999949	
depriving	1	99.99308	99.96990	99.99360	0.999931	0.999931	
deployed	1	99.99308	99.96990	99.99360	0.999937	0.999937	
depotwas	1	99.99381	99.96990	99.99360	0.999937	0.999937	
derailments	1	99.99308	99.96990	99.99360	0.999919	0.999919	
depend	1	99.99308	99.96990	99.99360	0.999949	0.999949	
depending	1	99.99308	99.96990	99.99360	0.999931	0.999931	
departure	1	99.99308	99.96990	99.99360	0.999931	0.999931	
departments	1	99.99308	99.96990	99.99360	0.999919	0.999919	
denuclearization	1	99.99308	99.96990	99.99360	0.999889	0.999889	
dense	1	99.99308	99.96990	99.99360	0.999955	0.999955	
deniz	1	99.99308	99.96990	99.99360	0.999955	0.999955	
denis	1	99.99308	99.96990	99.99360	0.999955	0.999955	
demolished	1	99.99308	99.96990	99.99360	0.999925	0.999925	
